,EDAD
19017,33
19018,39
19019,63
19020,35
19021,72
19022,41
19023,69
19024,63
19025,42
19026,52
19027,51
19028,47
19029,71
19030,57
19031,27
19032,46
19033,60
19034,27
19035,36
19036,80
19037,48
19038,35
19039,45
19040,41
19041,64
19042,41
19043,68
19044,30
19045,39
19046,56
19047,69
19048,56
19049,29
19050,43
19051,76
19052,67
19053,49
19054,63
19055,36
19056,57
19057,31
19058,56
19059,52
19060,29
19061,59
19062,33
19063,59
19064,75
19065,52
19066,67
19067,45
19068,26
19069,70
19070,24
19071,47
19072,43
19073,61
19074,63
19075,73
19076,50
19077,55
19078,68
19079,63
19080,69
19081,1
19082,34
19083,34
19084,61
19085,38
19086,44
19087,31
19088,66
19089,47
19090,24
19091,22
19092,26
19093,29
19094,39
19095,38
19096,47
19097,51
19098,48
19099,24
19100,47
19101,71
19102,53
19103,88
19104,51
19105,54
19106,33
19107,29
19108,61
19109,75
19110,38
19111,51
19112,48
19113,48
19114,41
19115,39
19116,42
19117,24
19118,56
19119,30
19120,35
19121,48
19122,57
19123,57
19124,23
19125,46
19126,35
19127,53
19128,38
19129,60
19130,60
19131,64
19132,27
19133,48
19134,51
19135,39
19136,39
19137,73
19138,44
19139,59
19140,29
19141,51
19142,22
19143,46
19144,70
19145,53
19146,5
19147,50
19148,27
19149,47
19150,51
19151,44
19152,70
19153,55
19154,64
19155,35
19156,64
19157,42
19158,50
19159,53
19160,41
19161,22
19162,37
19163,38
19164,81
19165,34
19166,68
19167,25
19168,33
19169,28
19170,16
19171,43
19172,33
19173,47
19174,54
19175,37
19176,55
19177,50
19178,35
19179,39
19180,58
19181,60
19182,56
19183,76
19184,27
19185,55
19186,0
19187,73
19188,46
19189,44
19190,56
19191,48
19192,48
19193,48
19194,52
19195,57
19196,44
19197,53
19198,56
19199,46
19200,38
19201,50
19202,53
19203,57
19204,30
19205,4
19206,26
19207,31
19208,22
19209,55
19210,77
19211,56
19212,74
19213,70
19214,45
19215,68
19216,37
19217,41
19218,22
19219,52
19220,45
19221,47
19222,47
19223,35
19224,51
19225,38
19226,71
19227,45
19228,37
19229,52
19230,63
19231,82
19232,62
19233,22
19234,47
19235,44
19236,63
19237,49
19238,27
19239,56
19240,40
19241,42
19242,58
19243,26
19244,37
19245,21
19246,40
19247,55
19248,32
19249,33
19250,51
19251,48
19252,71
19253,52
19254,57
19255,88
19256,61
19257,61
19258,27
19259,50
19260,43
19261,57
19262,43
19263,65
19264,83
19265,54
19266,33
19267,49
19268,47
19269,39
19270,35
19271,49
19272,30
19273,26
19274,39
19275,22
19276,55
19277,50
19278,52
19279,52
19280,62
19281,15
19282,69
19283,42
19284,35
19285,47
19286,63
19287,91
19288,46
19289,77
19290,39
19291,68
19292,68
19293,57
19294,69
19295,74
19296,43
19297,56
19298,48
19299,48
19300,27
19301,21
19302,26
19303,44
19304,46
19305,73
19306,61
19307,66
19308,48
19309,77
19310,14
19311,42
19312,46
19313,73
19314,41
19315,40
19316,36
19317,41
19318,56
19319,41
19320,39
19321,40
19322,46
19323,60
19324,34
19325,27
19326,20
19327,44
19328,51
19329,67
19330,41
19331,50
19332,60
19333,48
19334,40
19335,37
19336,47
19337,46
19338,74
19339,37
19340,49
19341,52
19342,39
19343,58
19344,89
19345,46
19346,31
19347,55
19348,65
19349,75
19350,60
19351,65
19352,43
19353,53
19354,26
19355,40
19356,58
19357,44
19358,73
19359,44
19360,22
19361,39
19362,75
19363,57
19364,42
19365,46
19366,39
19367,76
19368,33
19369,40
19370,46
19371,37
19372,46
19373,28
19374,56
19375,42
19376,50
19377,30
19378,37
19379,31
19380,54
19381,51
19382,36
19383,29
19384,24
19385,31
19386,24
19387,59
19388,28
19389,37
19390,59
19391,23
19392,22
19393,51
19394,61
19395,62
19396,33
19397,26
19398,37
19399,47
19400,48
19401,83
19402,26
19403,37
19404,55
19405,57
19406,25
19407,22
19408,36
19409,41
19410,40
19411,47
19412,48
19413,62
19414,40
19415,31
19416,38
19417,13
19418,84
19419,12
19420,18
19421,41
19422,40
19423,40
19424,54
19425,39
19426,47
19427,24
19428,43
19429,44
19430,72
19431,60
19432,68
19433,32
19434,70
19435,36
19436,69
19437,61
19438,19
19439,34
19440,81
19441,58
19442,49
19443,29
19444,76
19445,68
19446,32
19447,36
19448,53
19449,40
19450,67
19451,73
19452,76
19453,39
19454,21
19455,42
19456,61
19457,68
19458,28
19459,47
19460,40
19461,21
19462,59
19463,63
19464,48
19465,50
19466,34
19467,40
19468,47
19469,49
19470,63
19471,65
19472,49
19473,22
19474,39
19475,46
19476,35
19477,7
19478,30
19479,54
19480,57
19481,27
19482,54
19483,42
19484,48
19485,27
19486,30
19487,67
19488,57
19489,29
19490,64
19491,27
19492,52
19493,50
19494,65
19495,42
19496,74
19497,65
19498,40
19499,73
19500,69
19501,49
19502,31
19503,12
19504,47
19505,54
19506,72
19507,43
19508,49
19509,28
19510,33
19511,48
19512,35
19513,30
19514,43
19515,68
19516,41
19517,60
19518,43
19519,34
19520,43
19521,43
19522,59
19523,46
19524,52
19525,44
19526,52
19527,24
19528,49
19529,76
19530,32
19531,33
19532,43
19533,88
19534,78
19535,53
19536,43
19537,71
19538,50
19539,63
19540,31
19541,25
19542,34
19543,45
19544,56
19545,55
19546,51
19547,52
19548,51
19549,63
19550,78
19551,55
19552,27
19553,57
19554,35
19555,25
19556,58
19557,55
19558,36
19559,58
19560,30
19561,45
19562,72
19563,36
19564,62
19565,49
19566,38
19567,57
19568,57
19569,24
19570,42
19571,64
19572,62
19573,59
19574,73
19575,42
19576,44
19577,36
19578,56
19579,38
19580,34
19581,20
19582,54
19583,52
19584,41
19585,41
19586,55
19587,37
19588,34
19589,28
19590,61
19591,40
19592,44
19593,25
19594,49
19595,46
19596,13
19597,40
19598,86
19599,39
19600,49
19601,52
19602,32
19603,51
19604,27
19605,72
19606,51
19607,44
19608,44
19609,21
19610,57
19611,58
19612,66
19613,45
19614,51
19615,44
19616,82
19617,60
19618,27
19619,22
19620,38
19621,24
19622,46
19623,63
19624,68
19625,35
19626,47
19627,45
19628,53
19629,25
19630,70
19631,41
19632,59
19633,61
19634,77
19635,56
19636,42
19637,43
19638,33
19639,68
19640,42
19641,28
19642,64
19643,57
19644,52
19645,54
19646,57
19647,30
19648,64
19649,88
19650,77
19651,69
19652,48
19653,46
19654,14
19655,54
19656,24
19657,26
19658,37
19659,31
19660,89
19661,58
19662,58
19663,50
19664,53
19665,50
19666,29
19667,30
19668,75
19669,48
19670,37
19671,39
19672,33
19673,48
19674,19
19675,51
19676,63
19677,50
19678,58
19679,55
19680,83
19681,61
19682,62
19683,67
19684,45
19685,58
19686,10
19687,25
19688,36
19689,43
19690,46
19691,41
19692,33
19693,39
19694,72
19695,85
19696,52
19697,79
19698,64
19699,40
19700,69
19701,68
19702,44
19703,63
19704,51
19705,65
19706,25
19707,35
19708,63
19709,49
19710,53
19711,44
19712,30
19713,52
19714,43
19715,36
19716,51
19717,58
19718,60
19719,57
19720,55
19721,57
19722,34
19723,60
19724,70
19725,68
19726,30
19727,69
19728,50
19729,29
19730,33
19731,63
19732,70
19733,42
19734,69
19735,34
19736,35
19737,81
19738,51
19739,32
19740,60
19741,76
19742,57
19743,82
19744,45
19745,30
19746,58
19747,81
19748,36
19749,62
19750,12
19751,12
19752,66
19753,55
19754,52
19755,21
19756,58
19757,68
19758,59
19759,46
19760,30
19761,27
19762,63
19763,43
19764,52
19765,65
19766,57
19767,31
19768,47
19769,65
19770,36
19771,31
19772,53
19773,64
19774,30
19775,67
19776,53
19777,57
19778,22
19779,53
19780,37
19781,25
19782,30
19783,30
19784,28
19785,43
19786,50
19787,50
19788,41
19789,37
19790,46
19791,30
19792,24
19793,29
19794,66
19795,30
19796,48
19797,23
19798,41
19799,57
19800,35
19801,69
19802,47
19803,53
19804,61
19805,50
19806,23
19807,59
19808,57
19809,38
19810,54
19811,29
19812,82
19813,45
19814,34
19815,78
19816,39
19817,36
19818,70
19819,49
19820,71
19821,50
19822,35
19823,59
19824,45
19825,79
19826,27
19827,38
19828,73
19829,47
19830,49
19831,59
19832,63
19833,41
19834,53
19835,23
19836,51
19837,41
19838,62
19839,43
19840,33
19841,39
19842,83
19843,39
19844,34
19845,37
19846,33
19847,28
19848,56
19849,0
19850,38
19851,57
19852,68
19853,50
19854,30
19855,29
19856,65
19857,36
19858,42
19859,50
19860,69
19861,63
19862,62
19863,45
19864,61
19865,43
19866,54
19867,78
19868,40
19869,35
19870,24
19871,73
19872,65
19873,46
19874,30
19875,42
19876,32
19877,29
19878,30
19879,31
19880,97
19881,29
19882,24
19883,39
19884,63
19885,53
19886,53
19887,38
19888,41
19889,50
19890,33
19891,72
19892,71
19893,51
19894,71
19895,38
19896,48
19897,33
19898,25
19899,62
19900,26
19901,46
19902,53
19903,68
19904,31
19905,33
19906,63
19907,23
19908,54
19909,77
19910,12
19911,38
19912,38
19913,40
19914,35
19915,53
19916,55
19917,30
19918,28
19919,36
19920,30
19921,23
19922,46
19923,63
19924,45
19925,80
19926,59
19927,78
19928,36
19929,53
19930,27
19931,47
19932,60
19933,47
19934,50
19935,54
19936,55
19937,32
19938,75
19939,72
19940,31
19941,31
19942,31
19943,51
19944,76
19945,33
19946,30
19947,67
19948,55
19949,57
19950,41
19951,24
19952,41
19953,54
19954,48
19955,45
19956,58
19957,50
19958,87
19959,76
19960,66
19961,37
19962,79
19963,49
19964,74
19965,48
19966,46
19967,67
19968,38
19969,32
19970,49
19971,50
19972,29
19973,74
19974,52
19975,32
19976,59
19977,41
19978,51
19979,45
19980,16
19981,53
19982,60
19983,34
19984,61
19985,57
19986,78
19987,42
19988,33
19989,59
19990,66
19991,50
19992,39
19993,58
19994,38
19995,44
19996,58
19997,51
19998,56
19999,33
20000,34
20001,68
20002,48
20003,28
20004,88
20005,49
20006,32
20007,30
20008,24
20009,88
20010,55
20011,36
20012,42
20013,38
20014,38
20015,77
20016,70
20017,40
20018,29
20019,40
20020,81
20021,19
20022,33
20023,26
20024,50
20025,53
20026,20
20027,44
20028,60
20029,46
20030,34
20031,35
20032,60
20033,55
20034,24
20035,50
20036,50
20037,74
20038,47
20039,78
20040,46
20041,41
20042,30
20043,63
20044,30
20045,41
20046,47
20047,27
20048,65
20049,44
20050,42
20051,52
20052,29
20053,79
20054,59
20055,58
20056,51
20057,41
20058,44
20059,37
20060,40
20061,32
20062,50
20063,49
20064,20
20065,79
20066,45
20067,67
20068,76
20069,64
20070,48
20071,47
20072,59
20073,40
20074,48
20075,32
20076,67
20077,29
20078,73
20079,45
20080,65
20081,61
20082,34
20083,51
20084,46
20085,47
20086,59
20087,63
20088,61
20089,52
20090,54
20091,54
20092,23
20093,69
20094,56
20095,37
20096,59
20097,31
20098,53
20099,38
20100,34
20101,55
20102,43
20103,63
20104,41
20105,84
20106,47
20107,48
20108,36
20109,69
20110,63
20111,70
20112,37
20113,55
20114,78
20115,46
20116,34
20117,54
20118,38
20119,58
20120,78
20121,72
20122,56
20123,71
20124,47
20125,66
20126,44
20127,55
20128,61
20129,54
20130,52
20131,62
20132,52
20133,65
20134,58
20135,48
20136,45
20137,62
20138,40
20139,45
20140,35
20141,31
20142,51
20143,16
20144,39
20145,25
20146,34
20147,75
20148,66
20149,45
20150,45
20151,78
20152,42
20153,50
20154,28
20155,27
20156,45
20157,50
20158,73
20159,50
20160,34
20161,60
20162,29
20163,39
20164,29
20165,29
20166,43
20167,45
20168,41
20169,48
20170,33
20171,55
20172,50
20173,2
20174,47
20175,31
20176,74
20177,55
20178,37
20179,60
20180,37
20181,65
20182,33
20183,27
20184,34
20185,44
20186,73
20187,58
20188,63
20189,29
20190,64
20191,36
20192,23
20193,47
20194,20
20195,45
20196,55
20197,85
20198,44
20199,36
20200,56
20201,32
20202,55
20203,53
20204,58
20205,30
20206,68
20207,39
20208,31
20209,22
20210,60
20211,56
20212,44
20213,82
20214,61
20215,65
20216,34
20217,79
20218,30
20219,60
20220,46
20221,21
20222,54
20223,25
20224,20
20225,38
20226,51
20227,55
20228,27
20229,76
20230,48
20231,48
20232,51
20233,54
20234,47
20235,73
20236,52
20237,47
20238,42
20239,36
20240,26
20241,39
20242,55
20243,23
20244,65
20245,38
20246,47
20247,43
20248,67
20249,72
20250,48
20251,68
20252,67
20253,42
20254,80
20255,34
20256,62
20257,28
20258,46
20259,61
20260,44
20261,46
20262,54
20263,62
20264,50
20265,28
20266,33
20267,75
20268,60
20269,39
20270,31
20271,64
20272,69
20273,63
20274,25
20275,29
20276,31
20277,40
20278,59
20279,79
20280,79
20281,52
20282,47
20283,30
20284,64
20285,69
20286,59
20287,72
20288,56
20289,38
20290,37
20291,38
20292,51
20293,74
20294,51
20295,59
20296,30
20297,28
20298,48
20299,24
20300,63
20301,43
20302,32
20303,41
20304,45
20305,43
20306,45
20307,65
20308,34
20309,48
20310,43
20311,34
20312,35
20313,23
20314,65
20315,64
20316,29
20317,47
20318,22
20319,31
20320,59
20321,50
20322,82
20323,24
20324,43
20325,30
20326,56
20327,34
20328,37
20329,37
20330,74
20331,47
20332,31
20333,50
20334,40
20335,43
20336,67
20337,37
20338,64
20339,35
20340,50
20341,75
20342,55
20343,48
20344,35
20345,37
20346,50
20347,49
20348,41
20349,36
20350,52
20351,44
20352,50
20353,49
20354,54
20355,47
20356,64
20357,67
20358,52
20359,68
20360,47
20361,63
20362,35
20363,37
20364,37
20365,47
20366,75
20367,45
20368,53
20369,46
20370,35
20371,66
20372,35
20373,39
20374,74
20375,70
20376,57
20377,28
20378,60
20379,47
20380,64
20381,75
20382,26
20383,29
20384,45
20385,39
20386,26
20387,48
20388,58
20389,65
20390,42
20391,40
20392,72
20393,39
20394,52
20395,87
20396,58
20397,50
20398,39
20399,76
20400,52
20401,18
20402,33
20403,38
20404,31
20405,32
20406,21
20407,31
20408,65
20409,47
20410,58
20411,33
20412,42
20413,34
20414,72
20415,68
20416,36
20417,50
20418,35
20419,67
20420,50
20421,69
20422,41
20423,52
20424,38
20425,72
20426,73
20427,33
20428,29
20429,65
20430,49
20431,38
20432,58
20433,25
20434,54
20435,67
20436,72
20437,30
20438,75
20439,25
20440,34
20441,48
20442,34
20443,53
20444,54
20445,52
20446,56
20447,44
20448,31
20449,44
20450,74
20451,27
20452,41
20453,51
20454,45
20455,61
20456,2
20457,49
20458,85
20459,48
20460,39
20461,45
20462,60
20463,22
20464,34
20465,67
20466,33
20467,51
20468,41
20469,61
20470,42
20471,73
20472,61
20473,55
20474,25
20475,60
20476,48
20477,68
20478,47
20479,48
20480,49
20481,33
20482,26
20483,17
20484,65
20485,61
20486,67
20487,26
20488,38
20489,51
20490,63
20491,15
20492,44
20493,39
20494,28
20495,14
20496,29
20497,30
20498,43
20499,55
20500,44
20501,35
20502,46
20503,44
20504,43
20505,21
20506,47
20507,54
20508,46
20509,16
20510,31
20511,46
20512,67
20513,37
20514,36
20515,63
20516,22
20517,32
20518,66
20519,71
20520,92
20521,46
20522,27
20523,54
20524,39
20525,45
20526,26
20527,71
20528,17
20529,56
20530,43
20531,35
20532,50
20533,77
20534,55
20535,53
20536,49
20537,71
20538,36
20539,47
20540,58
20541,35
20542,53
20543,50
20544,66
20545,36
20546,34
20547,34
20548,81
20549,44
20550,38
20551,81
20552,48
20553,52
20554,34
20555,29
20556,51
20557,48
20558,47
20559,72
20560,35
20561,55
20562,34
20563,37
20564,11
20565,30
20566,24
20567,60
20568,58
20569,73
20570,40
20571,30
20572,58
20573,43
20574,50
20575,35
20576,43
20577,68
20578,73
20579,60
20580,34
20581,52
20582,60
20583,31
20584,25
20585,39
20586,70
20587,42
20588,57
20589,47
20590,46
20591,38
20592,29
20593,30
20594,73
20595,59
20596,50
20597,39
20598,72
20599,11
20600,40
20601,50
20602,49
20603,31
20604,37
20605,56
20606,50
20607,31
20608,59
20609,35
20610,54
20611,15
20612,49
20613,52
20614,32
20615,76
20616,42
20617,48
20618,76
20619,60
20620,84
20621,25
20622,61
20623,40
20624,69
20625,39
20626,60
20627,78
20628,51
20629,45
20630,50
20631,50
20632,58
20633,70
20634,58
20635,45
20636,59
20637,58
20638,57
20639,48
20640,27
20641,19
20642,63
20643,67
20644,50
20645,45
20646,31
20647,27
20648,33
20649,47
20650,49
20651,63
20652,50
20653,52
20654,33
20655,73
20656,48
20657,39
20658,66
20659,76
20660,73
20661,82
20662,23
20663,76
20664,34
20665,49
20666,63
20667,58
20668,40
20669,43
20670,30
20671,35
20672,74
20673,86
20674,70
20675,30
20676,51
20677,65
20678,63
20679,41
20680,27
20681,35
20682,33
20683,74
20684,53
20685,28
20686,24
20687,82
20688,56
20689,65
20690,39
20691,60
20692,32
20693,26
20694,71
20695,48
20696,34
20697,63
20698,67
20699,63
20700,62
20701,50
20702,46
20703,28
20704,44
20705,57
20706,45
20707,34
20708,48
20709,43
20710,65
20711,24
20712,33
20713,38
20714,39
20715,46
20716,79
20717,42
20718,59
20719,59
20720,34
20721,42
20722,76
20723,20
20724,49
20725,64
20726,35
20727,60
20728,49
20729,52
20730,45
20731,31
20732,37
20733,80
20734,59
20735,35
20736,66
20737,70
20738,28
20739,45
20740,40
20741,21
20742,62
20743,49
20744,46
20745,42
20746,32
20747,41
20748,34
20749,60
20750,36
20751,55
20752,33
20753,29
20754,70
20755,55
20756,33
20757,56
20758,47
20759,44
20760,22
20761,33
20762,24
20763,44
20764,57
20765,40
20766,45
20767,25
20768,32
20769,55
20770,22
20771,45
20772,77
20773,54
20774,27
20775,69
20776,34
20777,34
20778,11
20779,66
20780,48
20781,49
20782,39
20783,54
20784,33
20785,51
20786,39
20787,17
20788,42
20789,60
20790,37
20791,72
20792,29
20793,45
20794,67
20795,42
20796,27
20797,33
20798,56
20799,29
20800,49
20801,55
20802,38
20803,57
20804,30
20805,69
20806,68
20807,65
20808,48
20809,36
20810,58
20811,21
20812,85
20813,55
20814,57
20815,33
20816,43
20817,22
20818,30
20819,72
20820,47
20821,22
20822,83
20823,32
20824,65
20825,31
20826,38
20827,48
20828,32
20829,40
20830,70
20831,42
20832,27
20833,51
20834,41
20835,51
20836,50
20837,36
20838,63
20839,54
20840,48
20841,45
20842,37
20843,54
20844,54
20845,1
20846,62
20847,31
20848,37
20849,44
20850,52
20851,52
20852,17
20853,36
20854,48
20855,40
20856,57
20857,61
20858,38
20859,36
20860,66
20861,37
20862,26
20863,54
20864,36
20865,47
20866,50
20867,32
20868,24
20869,42
20870,34
20871,51
20872,54
20873,36
20874,64
20875,32
20876,33
20877,38
20878,29
20879,58
20880,27
20881,77
20882,58
20883,32
20884,30
20885,25
20886,42
20887,84
20888,46
20889,74
20890,32
20891,27
20892,45
20893,57
20894,37
20895,41
20896,35
20897,63
20898,44
20899,54
20900,48
20901,50
20902,28
20903,47
20904,22
20905,40
20906,63
20907,49
20908,30
20909,22
20910,73
20911,33
20912,25
20913,58
20914,75
20915,50
20916,29
20917,50
20918,68
20919,71
20920,57
20921,63
20922,29
20923,57
20924,27
20925,44
20926,47
20927,57
20928,71
20929,28
20930,56
20931,45
20932,72
20933,56
20934,67
20935,49
20936,40
20937,39
20938,61
20939,70
20940,39
20941,23
20942,50
20943,52
20944,88
20945,1
20946,66
20947,35
20948,40
20949,59
20950,64
20951,28
20952,46
20953,59
20954,25
20955,31
20956,55
20957,47
20958,46
20959,55
20960,61
20961,41
20962,35
20963,54
20964,66
20965,43
20966,52
20967,76
20968,77
20969,23
20970,20
20971,62
20972,49
20973,53
20974,23
20975,80
20976,23
20977,61
20978,56
20979,44
20980,27
20981,59
20982,29
20983,52
20984,32
20985,69
20986,32
20987,25
20988,12
20989,45
20990,29
20991,60
20992,60
20993,42
20994,30
20995,72
20996,37
20997,44
20998,32
20999,80
21000,69
21001,68
21002,41
21003,63
21004,51
21005,40
21006,55
21007,54
21008,34
21009,25
21010,54
21011,72
21012,33
21013,37
21014,28
21015,90
21016,68
21017,37
21018,63
21019,49
21020,35
21021,40
21022,35
21023,44
21024,35
21025,44
21026,60
21027,40
21028,36
21029,42
21030,60
21031,37
21032,63
21033,38
21034,29
21035,25
21036,80
21037,45
21038,94
21039,49
21040,52
21041,12
21042,42
21043,49
21044,37
21045,67
21046,25
21047,24
21048,70
21049,14
21050,44
21051,54
21052,34
21053,66
21054,68
21055,61
21056,53
21057,65
21058,52
21059,42
21060,70
21061,64
21062,40
21063,56
21064,35
21065,29
21066,38
21067,71
21068,63
21069,42
21070,58
21071,37
21072,63
21073,53
21074,43
21075,38
21076,60
21077,16
21078,20
21079,48
21080,54
21081,29
21082,63
21083,45
21084,28
21085,70
21086,39
21087,55
21088,63
21089,40
21090,54
21091,50
21092,52
21093,41
21094,50
21095,31
21096,45
21097,35
21098,33
21099,65
21100,69
21101,67
21102,59
21103,66
21104,45
21105,41
21106,78
21107,50
21108,35
21109,73
21110,66
21111,72
21112,73
21113,55
21114,35
21115,42
21116,32
21117,68
21118,43
21119,39
21120,68
21121,56
21122,63
21123,28
21124,33
21125,69
21126,39
21127,56
21128,45
21129,36
21130,56
21131,47
21132,46
21133,51
21134,10
21135,30
21136,51
21137,70
21138,60
21139,73
21140,46
21141,59
21142,66
21143,42
21144,64
21145,41
21146,56
21147,35
21148,42
21149,0
21150,38
21151,67
21152,48
21153,41
21154,55
21155,54
21156,52
21157,13
21158,47
21159,52
21160,59
21161,25
21162,48
21163,54
21164,63
21165,73
21166,51
21167,32
21168,47
21169,27
21170,56
21171,26
21172,68
21173,51
21174,62
21175,44
21176,51
21177,55
21178,56
21179,76
21180,48
21181,39
21182,51
21183,60
21184,54
21185,60
21186,36
21187,66
21188,71
21189,25
21190,43
21191,57
21192,48
21193,31
21194,28
21195,8
21196,28
21197,47
21198,44
21199,51
21200,48
21201,52
21202,63
21203,43
21204,44
21205,60
21206,42
21207,32
21208,44
21209,31
21210,56
21211,56
21212,45
21213,37
21214,49
21215,41
21216,57
21217,24
21218,56
21219,57
21220,52
21221,56
21222,34
21223,69
21224,47
21225,54
21226,44
21227,37
21228,62
21229,37
21230,37
21231,55
21232,70
21233,31
21234,32
21235,60
21236,44
21237,58
21238,39
21239,45
21240,22
21241,52
21242,23
21243,46
21244,73
21245,87
21246,20
21247,34
21248,64
21249,61
21250,52
21251,58
21252,38
21253,39
21254,42
21255,21
21256,38
21257,26
21258,46
21259,35
21260,39
21261,63
21262,53
21263,19
21264,35
21265,55
21266,18
21267,36
21268,60
21269,62
21270,71
21271,53
21272,36
21273,52
21274,60
21275,70
21276,32
21277,42
21278,46
21279,71
21280,50
21281,40
21282,50
21283,51
21284,54
21285,25
21286,26
21287,43
21288,43
21289,31
21290,42
21291,55
21292,66
21293,46
21294,37
21295,49
21296,75
21297,41
21298,54
21299,43
21300,43
21301,40
21302,61
21303,40
21304,24
21305,51
21306,56
21307,59
21308,63
21309,59
21310,53
21311,44
21312,38
21313,77
21314,25
21315,69
21316,39
21317,61
21318,66
21319,59
21320,20
21321,60
21322,49
21323,42
21324,45
21325,81
21326,27
21327,34
21328,56
21329,59
21330,37
21331,24
21332,40
21333,54
21334,39
21335,30
21336,63
21337,32
21338,87
21339,43
21340,30
21341,32
21342,43
21343,73
21344,44
21345,74
21346,27
21347,52
21348,34
21349,35
21350,36
21351,49
21352,55
21353,37
21354,66
21355,47
21356,30
21357,54
21358,45
21359,28
21360,44
21361,53
21362,65
21363,53
21364,24
21365,65
21366,29
21367,73
21368,41
21369,14
21370,46
21371,60
21372,76
21373,51
21374,27
21375,68
21376,63
21377,37
21378,60
21379,63
21380,57
21381,30
21382,69
21383,49
21384,71
21385,34
21386,57
21387,3
21388,33
21389,34
21390,30
21391,30
21392,34
21393,15
21394,41
21395,4
21396,60
21397,24
21398,42
21399,56
21400,56
21401,48
21402,67
21403,51
21404,40
21405,21
21406,60
21407,85
21408,52
21409,27
21410,56
21411,57
21412,43
21413,26
21414,60
21415,48
21416,34
21417,75
21418,85
21419,43
21420,60
21421,28
21422,49
21423,21
21424,53
21425,26
21426,34
21427,67
21428,82
21429,61
21430,51
21431,24
21432,40
21433,53
21434,42
21435,34
21436,64
21437,49
21438,38
21439,83
21440,59
21441,49
21442,29
21443,54
21444,38
21445,39
21446,56
21447,50
21448,62
21449,50
21450,19
21451,44
21452,51
21453,57
21454,49
21455,67
21456,89
21457,33
21458,26
21459,41
21460,67
21461,44
21462,32
21463,42
21464,71
21465,53
21466,36
21467,27
21468,38
21469,37
21470,72
21471,37
21472,57
21473,55
21474,73
21475,66
21476,40
21477,28
21478,72
21479,45
21480,45
21481,53
21482,61
21483,30
21484,34
21485,56
21486,34
21487,44
21488,76
21489,38
21490,35
21491,52
21492,40
21493,30
21494,42
21495,25
21496,90
21497,31
21498,31
21499,34
21500,35
21501,47
21502,46
21503,46
21504,75
21505,47
21506,73
21507,63
21508,58
21509,70
21510,61
21511,75
21512,57
21513,59
21514,61
21515,48
21516,83
21517,44
21518,35
21519,47
21520,42
21521,72
21522,33
21523,25
21524,65
21525,37
21526,49
21527,41
21528,87
21529,34
21530,35
21531,67
21532,55
21533,69
21534,36
21535,75
21536,39
21537,49
21538,74
21539,54
21540,56
21541,13
21542,63
21543,23
21544,50
21545,78
21546,35
21547,50
21548,59
21549,60
21550,57
21551,79
21552,67
21553,39
21554,27
21555,39
21556,63
21557,33
21558,39
21559,46
21560,68
21561,35
21562,26
21563,57
21564,0
21565,69
21566,25
21567,52
21568,46
21569,67
21570,61
21571,32
21572,60
21573,31
21574,43
21575,39
21576,31
21577,41
21578,51
21579,63
21580,36
21581,58
21582,34
21583,41
21584,58
21585,48
21586,83
21587,53
21588,58
21589,39
21590,62
21591,51
21592,62
21593,61
21594,51
21595,50
21596,46
21597,33
21598,53
21599,59
21600,56
21601,53
21602,79
21603,78
21604,76
21605,49
21606,37
21607,78
21608,68
21609,38
21610,45
21611,27
21612,44
21613,31
21614,65
21615,35
21616,51
21617,37
21618,58
21619,71
21620,48
21621,33
21622,49
21623,70
21624,56
21625,45
21626,47
21627,63
21628,60
21629,55
21630,63
21631,29
21632,63
21633,38
21634,90
21635,27
21636,29
21637,19
21638,52
21639,72
21640,27
21641,54
21642,31
21643,100
21644,36
21645,79
21646,68
21647,25
21648,59
21649,57
21650,55
21651,56
21652,34
21653,31
21654,65
21655,58
21656,56
21657,42
21658,42
21659,59
21660,36
21661,35
21662,26
21663,31
21664,45
21665,46
21666,38
21667,26
21668,46
21669,6
21670,85
21671,37
21672,48
21673,60
21674,38
21675,79
21676,54
21677,26
21678,36
21679,56
21680,44
21681,38
21682,31
21683,52
21684,38
21685,49
21686,51
21687,49
21688,28
21689,67
21690,57
21691,68
21692,72
21693,45
21694,85
21695,53
21696,79
21697,58
21698,41
21699,25
21700,68
21701,48
21702,51
21703,45
21704,54
21705,58
21706,52
21707,68
21708,60
21709,18
21710,40
21711,74
21712,69
21713,54
21714,29
21715,44
21716,42
21717,61
21718,0
21719,51
21720,30
21721,30
21722,63
21723,48
21724,62
21725,58
21726,50
21727,80
21728,39
21729,44
21730,46
21731,42
21732,60
21733,46
21734,28
21735,56
21736,41
21737,52
21738,33
21739,78
21740,27
21741,84
21742,27
21743,40
21744,47
21745,77
21746,60
21747,39
21748,32
21749,25
21750,65
21751,49
21752,38
21753,43
21754,43
21755,43
21756,32
21757,40
21758,33
21759,37
21760,50
21761,74
21762,36
21763,59
21764,44
21765,57
21766,29
21767,72
21768,50
21769,66
21770,37
21771,56
21772,47
21773,27
21774,38
21775,80
21776,47
21777,57
21778,57
21779,62
21780,34
21781,30
21782,87
21783,36
21784,42
21785,33
21786,44
21787,35
21788,29
21789,46
21790,48
21791,67
21792,38
21793,52
21794,85
21795,32
21796,30
21797,51
21798,67
21799,56
21800,39
21801,47
21802,34
21803,59
21804,1
21805,37
21806,33
21807,33
21808,42
21809,32
21810,32
21811,54
21812,78
21813,52
21814,53
